id,name,description,level,parent_id,last_updated
121,Kilt Belts,Complement your kilt with one of our luxury belts available in a wide range of traditional and Celtic designs.,4,27,2025-08-08 14:54:25.83764
112,Brogues,"A wide selection of brogues in various styles, fittings and colours.

Please take a look at our sizing charts for international conversions.",3,21,2025-08-08 14:54:25.83764
206,Boots,"Our luxury Ghillie Boots are the modern alternative to your traditional kilt shoe. Perfect for walks, highland games or semi-formal events. Match with Highland dress - or go rogue and take advantage of the versatility of these beautifully crafted boots.",4,112,2025-08-08 14:54:25.83764
203,Daywear Brogues,Our luxury traditional Day wear Brogues are the perfect finish to your kilt outfit. Available in a wide selection of sizes and colours to suit any Highland dress. ,4,112,2025-08-08 14:54:25.83764
204,Dress Brogues,Our luxury traditional Dress Brogues are the perfect finish to your kilt outfit. Available in a wide selection of sizes and colours to suit any Highland dress.,4,112,2025-08-08 14:54:25.83764
202,Ghillie Brogues,"A wide selection of brogues in various styles, fittings and colours.

Please check take a look at our sizing charts for international conversions.",4,112,2025-08-08 14:54:25.83764
205,Laces & Tassels,Our luxury Laces and Tassels for Ghillie Brogues are the perfect addition to you kilt outfit. Spruce up older brogues or keep as a handy replacement. We offer the traditional extra length laces with luxury leather tassels for that full Highland flair!,4,112,2025-08-08 14:54:25.83764
32,Caps & Cap Badges,"Available in hundreds of different Irish, Welsh and Scottish Clans, our badges are perfect for pinning to your cap, lapel or for holding your tartan plaids in place.

We also have a selection of flat and quarter caps available in a variety of tweeds and thousands of tartans, as well as baseball caps, which are available in 484 tartans.",3,21,2025-08-08 14:54:25.83764
137,Cap Badges,Our luxury cap badges are available in hundreds of clan crests from Scotland and Ireland to Wales. Our pins are the perfect addition to any highland dress. Simply pin to your cap or use to hold your plaid in place.,4,32,2025-08-08 14:54:25.83764
138,Caps,"A range of hats for every occasion. Our tartan caps are available in thousands of fabrics, or better still, create your own using our tartan design service. ",4,32,2025-08-08 14:54:25.83764
37,Homeware,From our traditional tartan tableware to gorgeous glassware.,2,267,2025-08-08 14:54:25.83764
307,Scarves,Beautiful scarves in various tartans and styles.,2,300,2025-08-08 14:54:25.83764
26,Fly Plaids & Plaid Brooches,"Special event coming up? The fly plaid is worn formally over the shoulder, held in position by your choice of badge, brooch or pin, and  is normally worn at more formal occasions. At Clan we offer a a variety of fly plaids with a choice of thousands of tartans so that you can be sure to show off your heritage. ",3,21,2025-08-08 14:54:25.83764
142,Fly Plaids,"The fly plaid is a formal accessory worn over the shoulder and held in place by your choice of badge, brooch or pin.",4,26,2025-08-08 14:54:25.83764
141,Plaid Brooches,"Made to withstand the weight of a fly plaid, these ornately detailed and crafted brooches are durable and available in a wide range of designs and clan crests. ",4,26,2025-08-08 14:54:25.83764
33,Kilt Carriers & Hangers,"A selection of handy hangers, outfit carriers and kilt rolls to keep your kilt outfits in tip top condition, in your wardrobe or whilst on the move.",3,21,2025-08-08 14:54:25.83764
31,Kilt Flashes & Garter Ties,Kilt flashes and garter ties can be made in the same tartan as your kilt. A simple alternative is to choose a block colour to contrast or complement the rest of your kilt outift.,3,21,2025-08-08 14:54:25.83764
24,Kilt Jackets & Vests,"Jackets & vests in barathea or tweed, in a range of formal, semi-formal, and casual styles to suit your look or event. For both casual and formal wear, our kilt jackets and vests are all authentically Made in Scotland.",3,21,2025-08-08 14:54:25.83764
146,Kilt Jackets,"For both casual and formal wear, our stunning kilt jackets are of an unbeatable quality.",4,24,2025-08-08 14:54:25.83764
190,Spare Buttons,"Unique buttons in various sizes for formal or casual dress, including staghorn and Prince Charlie styles.",4,24,2025-08-08 14:54:25.83764
147,Vests (Waistcoats),"Tartan, tweed, or barathea waistcoats and vests, for either wearing with highland wear or simply as a style statement.",4,24,2025-08-08 14:54:25.83764
23,Kilt Outfits,"Complete kilt packages to suit all occasions, whatever your budget. You can add, change, or remove items for the perfect look - all authentically made in Scotland.",3,21,2025-08-08 14:54:25.83764
221,Casual Kilt Outfits,"Traditional, luxury casual Kilt outfit packages to every occasion and every budget. Made in Scotland by industry experts with only the finest locally resourced fabrics.",4,23,2025-08-08 14:54:25.83764
219,Formal Kilt Outfits,"Traditional, luxury kilt outfit packages to suit formal occasions with your budget in mind. Made in Scotland by industry experts with only the finest locally resourced fabrics.",4,23,2025-08-08 14:54:25.83764
220,Semi-formal Kilt Outfits,"Traditional, luxury kilt outfit packages to suit semi-formal occasions with your budget in mind. Made in Scotland by industry experts with only the finest locally resourced fabrics.",4,23,2025-08-08 14:54:25.83764
29,Kilt Pins,A kilt pin is a decorative brooch that weighs down the lower apron of the kilt. It should not be pinned through into the fabric behind. At Clan we offer a superb range of kilt pins from the classic safety pin to intricate clan crests and jewel encrusted pins. ,3,21,2025-08-08 14:54:25.83764
196,Animal Kilt Pins,Our luxury Animal Kilt Pins are the perfect accessory for any kilt outfit.,4,29,2025-08-08 14:54:25.83764
200,Axe or Shield Kilt Pins,Our luxury Axe and Shield Kilt Pins are the perfect accessory for any kilt outfit.,4,29,2025-08-08 14:54:25.83764
199,Celtic Kilt Pins,Our Celtic kilt pins are expertly crafted and available in a variety of traditional and intricate designs.,4,29,2025-08-08 14:54:25.83764
195,Cross Kilt Pins,"A fine collection of expertly crafted kilt pins in a variety of 'cross' designs, from the Celtic cross to the St. Andrew's cross.",4,29,2025-08-08 14:54:25.83764
194,Dart Kilt Pins,Our luxury Dart Kilt Pins are the perfect accessory for any kilt outfit. ,4,29,2025-08-08 14:54:25.83764
197,Instrument Kilt Pins,Our luxury Instrument Kilt Pins are the perfect accessory for any kilt outfit.,4,29,2025-08-08 14:54:25.83764
323,Irish Kilt Pins,A collection of expertly crafted Irish kilt pins with intricate detailing and a range of designs. ,4,29,2025-08-08 14:54:25.83764
198,Jewel Kilt Pins,Our luxury Jewel Kilt Pins are the perfect accessory for any kilt outfit.,4,29,2025-08-08 14:54:25.83764
235,Rennie Mackintosh Kilt Pins,"Our luxury Charles Rennie Mackintosh Kilt Pins are the perfect accessory for any kilt outfit. Handcrafted in Scotland, our traditional kilt pins are made using only the finest materials.",4,29,2025-08-08 14:54:25.83764
201,Simple Safety Kilt Pins,The tradition of wearing a kilt pin started with this simple safety pin (diaper pin) style kilt pin.,4,29,2025-08-08 14:54:25.83764
193,Sword Kilt Pins,A collection of expertly crafted sword kilt pins with intricate detailing and a wide range of designs. ,4,29,2025-08-08 14:54:25.83764
234,Thistle Kilt Pins,A collection of expertly crafted kilt pins in a variety of intricate thistle designs.,4,29,2025-08-08 14:54:25.83764
22,Kilts,"At CLAN we offer a wide range of tartans to suit every occasion. We understand the importance of heritage, tradition and authenticity and that's why all our kilts are made in Scotland by the world's top kilt makers.",3,21,2025-08-08 14:54:25.83764
223,Casual Kilts,The casual kilt can is suitable for almost any occasion and can be dressed up or down. The casual kilt is lighter and more affordable than the traditional 8 yard kilt.,4,22,2025-08-08 14:54:25.83764
222,Traditional 8 Yard Kilts,"Traditional 8 yard kilts, made with pure wool tartans, from only the best mills. We supply almost any commercially-available tartan, in a range of weights and other materials. ",4,22,2025-08-08 14:54:25.83764
28,Sgian Dubhs,The Sgian Dubh is an important part of the traditional Highland Dress. It is usually tucked into the hose of the right leg.,3,21,2025-08-08 14:54:25.83764
218,Antler Handle Sgian Dubhs,Our sgian dubhs are available in stag and ox horn and are all crafted using traditional methods.  These materials are naturally sourced and we ensure that no harm has come to any animal in the process.,4,28,2025-08-08 14:54:25.83764
216,Resin Handle Sgian Dubhs,A sgian dubh is worn semi-concealed in the hose on the right side of the right leg. All of our models come complete with a real blade unless specified otherwise. ,4,28,2025-08-08 14:54:25.83764
217,Wood Handle Sgian Dubhs,Our sgian dubhs are all crafted using traditional methods and naturally sourced materials.,4,28,2025-08-08 14:54:25.83764
113,Socks & Hose,"A selection of plain colours plus full tartan hose or diced hose. We also offer a made to order service to match your hose to your tartan, available in small volumes. ",3,21,2025-08-08 14:54:25.83764
145,Country Socks,Warm and cosy woollen country socks.,4,113,2025-08-08 14:54:25.83764
143,Kilt Hose,"Knitted, woven, chequred, coloured - our range has the lot.  ",4,113,2025-08-08 14:54:25.83764
144,Socks,"Our luxury men’s socks are the perfect accessory to any kilt outfit. Choose from plain colours, diced, knitted and more to suit any highland dress. Alternatively, wear your luxury socks to match your country wear,",4,113,2025-08-08 14:54:25.83764
25,Sporrans & Straps,"Choose from our extensive range of authentic formal, semi-dress or day-wear sporrans to complete your kilt outfit. All crafted in Scotland by skilled craftsmen, we never supply copycat imports.",3,21,2025-08-08 14:54:25.83764
192,Daywear Sporrans,"Daywear sporrans are generally worn with a casual kilt outfit to events such as ceilidhs, sporting matches, parties or simply day to day. ",4,25,2025-08-08 14:54:25.83764
148,Dress Sporrans,"Worn as formal wear to evening events, a dress sporran finishes a Prince Charlie, Argyll or Braemar kilt outfit perfectly.",4,25,2025-08-08 14:54:25.83764
191,Semi-Dress Sporrans,"A semi-dress sporran is the most flexible all-rounder. Due to its half-formal appearance, the semi-dress sporran is the ideal accessory for those who require a kilt for both evening and day wear. ",4,25,2025-08-08 14:54:25.83764
294,Sporran Flasks,Flasks to hold a warming nip that pop discretely inside your sporran for those long days in the field.,4,25,2025-08-08 14:54:25.83764
149,Sporran Straps,"Traditional, luxury Sporran Straps to hold your sporran and complete your kilt outfit. Suitable for all events. All crafted in Scotland by skilled craftsmen using only the finest locally resourced materials.",4,25,2025-08-08 14:54:25.83764
35,Trews,"A wonderful alternative to the kilt; our trews are made to measure in Scotland, and available in your choice of tartan.",3,21,2025-08-08 14:54:25.83764
288,Trews Outfits,"Complete trews outfit packages, that we've created to suit all occasions, whatever your budget. You can add, change, or remove items too, for the perfect look - all authentically Made in Scotland.",3,21,2025-08-08 14:54:25.83764
289,Formal Trews Outfits,Everything you need to create the perfect formal trews outfit. Input your measurements and choose from a large range of tartans and accessories.,4,288,2025-08-08 14:54:25.83764
290,Semi-formal Trews Outfits,Everything you need to create the perfect semi-formal trews outfit. Input your measurements and choose from a large range of tartans and accessories.,4,288,2025-08-08 14:54:25.83764
36,Women's Highlandwear,Traditional Highland Dress is not just for the gents. At Clan we offer a unique selection of Highlandwear for women including kilted skirts and tartan sashes so that you can proudly display your heritage. ,3,21,2025-08-08 14:54:25.83764
214,Formal Skirts,Luxury women’s formal kilted skirts available in thousands of tartans. The perfect highland dress alternative for any formal event!,4,36,2025-08-08 14:54:25.83764
215,Tartan Sashes,"Accessorise with a splash of historic drama, for the most formal of occasions.",4,36,2025-08-08 14:54:25.83764
100,Men,"Formal wear, casual wear and accessories for men. Authentically crafted to the highest traditional standards from tweeds, tartans, cashmere and other quality Scottish materials.",2,267,2025-08-08 14:54:25.83764
34,Accessory Gift Sets,"Hand-crafted to the highest standards, our accessory gift sets make the perfect, heartfelt gift. Treat someone special to one of our clan crest kilt accessory sets or a tie gift set in their own tartan.",3,100,2025-08-08 14:54:25.83764
115,Bags,"A collection of stylish, practical bags available in a wide range of tartans and designs.",3,100,2025-08-08 14:54:25.83764
116,Braces,Men's wool and silk tartan braces available in a wide range of tartan.,3,100,2025-08-08 14:54:25.83764
125,Belts,Men’s luxury leather belts made from quality leather to ensure we offer only luxury accessories for your outfit. Made in Scotland.,4,116,2025-08-08 14:54:25.83764
124,Braces - Men's Suspenders,Choose from our range of quality braces available in silk and wool.,4,116,2025-08-08 14:54:25.83764
183,Cuff Links & Jewellery,"Men's luxury cuff links and jewellery. Choose from our range of traditional cuff links, lapel and tie pins to complete your outfit.",3,100,2025-08-08 14:54:25.83764
110,Cufflinks & Accessories,Finish off that look with our range of the finest Scottish accessories for men including our wide selection of lapel pins and cufflinks.,4,183,2025-08-08 14:54:25.83764
185,Lapel and Tie Accessories,The perfect accessory to any outfit. Made in Scotland by expert traditional hand crafters.,4,183,2025-08-08 14:54:25.83764
277,Tie Slides & Pins,Guaranteed to keep your tie looking sharp and lying flat.,4,183,2025-08-08 14:54:25.83764
184,Zip Pulls,"Luxury zip pulls available in a natural stag antler finish. Add this traditional touch to any outfit for a traditional Scottish look. Made and sourced in Scotland to bring you an authentic, luxury accessory.",4,183,2025-08-08 14:54:25.83764
111,Cummerbunds,"Men's luxury tartan cummerbunds available in pure new wool and silk. Cummerbunds are a fantastic alternative to a waistcoat and these wide, pleated belts can be the finishing touch to your kilt outfit or evening suit.",3,100,2025-08-08 14:54:25.83764
105,Gloves,"Keep yourself cosy with our beautiful cashmere gloves, available in a selection of colours. ",3,100,2025-08-08 14:54:25.83764
109,Hats & Caps,"A range of hats for every occasion including traditional dress caps and winter woolens. Our luxury tartan hats are available in thousands of fabrics, making them the perfect accessory to showcase your heritage.",3,100,2025-08-08 14:54:25.83764
211,Baseball Caps,Men’s luxury tartan baseball caps available in a wide range of tartans. This is the perfect way to add a modern touch of tartan to your outfit!,4,109,2025-08-08 14:54:25.83764
212,Deerstalker Hats,The perfect country wear accessory. Available in tweed or with a fur trim - make this hat your own!,4,109,2025-08-08 14:54:25.83764
207,Flat Caps,"For everyday wear or to add a twist to an outfit, our range of classic country flat caps are available in a huge range of tartans.",4,109,2025-08-08 14:54:25.83764
209,Highlandwear Caps,"From Glengarry to Balmoral hats, there is something for every event. Choose from our wide range of tartans to show off your heritage!",4,109,2025-08-08 14:54:25.83764
208,Knitted Hats,"From chunky knits to quality cashmere, these luxury hats are the perfect gift for him. Choose from our large colour range or opt for a fair isle pattern to make this a truly personal accessory.",4,109,2025-08-08 14:54:25.83764
210,Tam O'Shanter Caps,Men’s traditional luxury Tam O’ Shanter hats. We offer this classic Tammy hat in a wide range of tartans so you can show off your heritage.,4,109,2025-08-08 14:54:25.83764
213,Town & Country Hats,Men’s luxury traditional town and country hats. Available in a wide selection of tweeds,4,109,2025-08-08 14:54:25.83764
101,Jackets & Coats,Our collection of coats and jackets have been carefully selected from some of the UK and Ireland's most accomplished suppliers.,3,100,2025-08-08 14:54:25.83764
226,Capes,"A stylish and practical range of piper's capes, dress capes and rain capes to keep you dry, whatever the occasion.",4,101,2025-08-08 14:54:25.83764
291,Coats,Quality overcoats in a variety of styles to protect your from the elements. ,4,101,2025-08-08 14:54:25.83764
225,Jackets,Our collection of coats and jackets have been carefully selected from some of the UK and Ireland's most accomplished suppliers. ,4,101,2025-08-08 14:54:25.83764
103,Knitwear,"A collection of men's luxury knitwear. From pure new wool cardigans to quality cashmere sweaters, our men's knitwear is sourced from expert producers to bring you a truly traditional garment. ",3,100,2025-08-08 14:54:25.83764
228,Cardigans,A collection of luxury cashmere and pure new wool cardigans from Scotland's top suppliers. ,4,103,2025-08-08 14:54:25.83764
229,Sleeveless Sweaters,Quality cashmere and lambswool sleeveless sweaters produced by Scotland's leading suppliers.,4,103,2025-08-08 14:54:25.83764
227,Sweaters,A collection of luxury cashmere and pure new wool sweaters from Scotland's top suppliers. ,4,103,2025-08-08 14:54:25.83764
341,Leisurewear,"Our premium range of leisurewear, including stylish T-shirts and hoodies - many available in personalised tartans or featuring your clan crest. Perfect for comfort and unique expression, our collection blends quality and tradition with a modern twist.",3,100,2025-08-08 14:54:25.83764
117,Pocket Squares,Our silk and wool pocket squares are the perfect accessory for your jacket and are available in a wide variety of tartans.,3,100,2025-08-08 14:54:25.83764
104,Scarves,"Keep yourself (or your loved ones) cosy all year round with our luxury men's scarves. Available in cashmere, wool, and silk with your choice of tartan, colour, or traditional Scottish pattern. ",3,100,2025-08-08 14:54:25.83764
106,Shirts,"Men's dress and casual shirts. Choose from our Jacobite, wing collar and tattersall shirts to complete any outfit. ",3,100,2025-08-08 14:54:25.83764
120,Shoes & Boots,"Men's luxury shoes & boots, including our tartan Country and Ghillie Brogues which can be made in your choice of tartan. ",3,100,2025-08-08 14:54:25.83764
187,Boots,"Our luxury Ghillie Boots are the modern alternative to your traditional kilt shoe. Perfect for walks, highland games or semi-formal events. Match with highland dress or go rogue and take advantage of the versatility of these beautifully crafted boots.",4,120,2025-08-08 14:54:25.83764
189,Daywear Shoes, Our selection of Ghillie brogues are suitable for every daytime event.,4,120,2025-08-08 14:54:25.83764
188,Footwear Accessories,"Spruce up older brogues with our brogue laces and tassels, and use our handy shoehorns to put your brogues on with ease.",4,120,2025-08-08 14:54:25.83764
186,Kilt Shoes,"Men’s Luxury shoes, ghillie brogues and boots are available in various styles. Our selection of Ghillie brogues are suitable for every event from formal black tie and weddings to day wear.",4,120,2025-08-08 14:54:25.83764
182,Socks,"Our luxury men’s socks are the perfect accessory to any kilt outfit. Choose from plain colours, diced, knitted and more to suit any highland dress.",3,100,2025-08-08 14:54:25.83764
114,Suits,"Our suits are expertly hand-made in Scotland. Choose from thousands of tartans to create a unique, individual presence in our three piece suits. ",3,100,2025-08-08 14:54:25.83764
108,Ties & Cravats,"Men's ties, cravats and bow ties available in a selection of tartans and silk. Our Luxury range can be made in any existing tartan or, alternatively, you can design your own tartan to really personalise your accessories!
",3,100,2025-08-08 14:54:25.83764
129,Bow Ties,Brighten up a black tie event with a bow tie in your family tartan.  Choose from thousands of fabrics or even design your own using our tartan design service. ,4,108,2025-08-08 14:54:25.83764
131,Cravats,"Our cravats come in wool, satin or silk. Choose from thousands of tartans or alternatively, create your own using our tartan design service. ",4,108,2025-08-08 14:54:25.83764
130,Neck Ties,"Our neck ties are available in wool and silk and come in many styles.  A selection of our ties can be made in any existing tartan.  Alternatively, you can create your own tartan using our tartan design service.",4,108,2025-08-08 14:54:25.83764
132,Rouches,"Our rouches come in wool, satin or silk. Choose from thousands of tartans or alternatively, create your own using our tartan design service. ",4,108,2025-08-08 14:54:25.83764
102,Trousers & Trews,"Our made to measure trousers and trews are available in a large selection of tartan and fabric, making them the ideal alternative to a kilt. ",3,100,2025-08-08 14:54:25.83764
175,Breeks,"Luxury traditional Scottish Breeks, ideal for country wear. Available in tweed and moleskin, these are the perfect addition to any wardrobe. ",4,102,2025-08-08 14:54:25.83764
174,Trews,A wonderful alternative to the kilt; our trousers and trews are made to measure and available in your choice of tartan.,4,102,2025-08-08 14:54:25.83764
176,Trousers,"Made-to-measure luxury trousers for every occasion and to suit every budget. Available in a wide range of tartans, the perfect alternative to a kilt or for on that golf course.",4,102,2025-08-08 14:54:25.83764
107,Waistcoats,"Our waistcoats and vests are available in an extensive variety of sizes, colours and fabrics. Choose from either pre-sized or made-to-measure for the perfect fit. ",3,100,2025-08-08 14:54:25.83764
16,Women,"A beautiful collection of the finest traditional and contemporary Scottish ladies wear. Carefully crafted using tweeds, tartans, cashmere and other quality materials.",2,267,2025-08-08 14:54:25.83764
58,Bags & Purses,"We offer a wide range of bags, purses and cases to accessorise your outfits. Available in thousands of tartans. ",3,16,2025-08-08 14:54:25.83764
315,Accessory cases,,4,58,2025-08-08 14:54:25.83764
313,Bags,"A collection of stylish, practical bags and wallets available in beautiful tweeds and a wide range of tartans.",4,58,2025-08-08 14:54:25.83764
316,Handbag accessories,,4,58,2025-08-08 14:54:25.83764
314,Wallets & purses,,4,58,2025-08-08 14:54:25.83764
272,Capes,The perfect cover-up to keep you warm.,3,16,2025-08-08 14:54:25.83764
270,Dresses,Tartan dresses available in any tartan.,3,16,2025-08-08 14:54:25.83764
57,Garters,The perfect touch of heritage to add to your wedding day.,3,16,2025-08-08 14:54:25.83764
99,Gloves,Luxury gloves. Keep your hands warm this winter with cashmere gloves. ,3,16,2025-08-08 14:54:25.83764
54,Head Wear,"Our range of head wear includes beautiful, luxurious cashmere hats. We also offer a range of tams which come in the tartan of your choice.",3,16,2025-08-08 14:54:25.83764
63,Knitwear,"A collection of finest knitwear for women. Luxury sweaters and cardigans made from pure new wool, lambswool and cashmere. ",3,16,2025-08-08 14:54:25.83764
342,Leisurewear,"Our premium range of leisurewear, including stylish T-shirts and hoodies - many available in personalised tartans or featuring your clan crest. Perfect for comfort and unique expression, our collection blends quality and tradition with a modern twist.",3,16,2025-08-08 14:54:25.83764
276,Plaids,"The fly plaid is a formal accessory worn over the shoulder and held in place by your choice of badge, brooch or pin.",3,16,2025-08-08 14:54:25.83764
275,Ponchos,Our practical and comfortable ponchos are available in a wide range of tartans.,3,16,2025-08-08 14:54:25.83764
62,Sashes,"Accessorise with a splash of historic drama, for the most formal of occasions. Beautiful sashes for women available in a wide variety of tartans. ",3,16,2025-08-08 14:54:25.83764
61,Scarves,"Our luxury scarves for women will keep you (or your loved ones) cosy and warm all year round. Made from wool or cashmere, and available in a wide range of tartans or plains.",3,16,2025-08-08 14:54:25.83764
273,Serapes,Our serapes come in a wide variety of tartans. An ideal wrap for both formal occasions and everyday comfort.,3,16,2025-08-08 14:54:25.83764
274,Shawls,Shawls to complement every outfit. Available in thousands of tartans. Add a touch of Scottish flair to your day.,3,16,2025-08-08 14:54:25.83764
64,Skirts and Kilts,"Our skirts, and women's kilts are expertly tailored using the finest tartans and tweeds. ",3,16,2025-08-08 14:54:25.83764
53,Socks & Footwear,"Women’s luxury Scottish socks available in quality cashmere and merino wool. Perfect for lounge wear with a touch of luxury, or for country wear with a touch of style.",3,16,2025-08-08 14:54:25.83764
271,Stoles,A stole is worn over or round the shoulders for a touch of simple elegance. Available in a stunning choice of tartan or pure Scottish cashmere.,3,16,2025-08-08 14:54:25.83764
3,DCD Main Category,,0,1,2025-08-08 14:54:25.83764
2,Default Category,,0,1,2025-08-08 14:54:25.83764
10,Scotweb Main Category,,0,1,2025-08-08 14:54:25.83764
11,Scotweb Wholesale Main Category,,0,1,2025-08-08 14:54:25.83764
18,Gifts,Whether you're looking for a gift or something to treat yourself.,2,267,2025-08-08 14:54:25.83764
92,Necklaces & Pendants,Elegant necklaces and pendants.,3,19,2025-08-08 14:54:25.83764
83,Dining,Dining accessories and tableware.,3,37,2025-08-08 14:54:25.83764
